Position: x = 0.00240719, y = 0.00485368
Position: x = -4.66962, y = -2.60749
Position: x = -4.6575, y = -2.62292
Position: x = -4.64507, y = -2.63826
Position: x = -4.63256, y = -2.65325
Position: x = -4.61966, y = -2.66817
Position: x = -4.60661, y = -2.68279
Position: x = -4.5932, y = -2.6973
Position: x = -4.57965, y = -2.71149
Position: x = -4.56577, y = -2.72545
Position: x = -4.55164, y = -2.73953
Position: x = -4.53761, y = -2.75336
Position: x = -4.52344, y = -2.76726
Position: x = -4.50928, y = -2.78109
Position: x = -4.49504, y = -2.79495
Position: x = -4.48084, y = -2.80879
Position: x = -4.46667, y = -2.82264
Position: x = -4.45254, y = -2.83653
Position: x = -4.43843, y = -2.85051
Position: x = -4.42443, y = -2.86453
Position: x = -4.41035, y = -2.87883
Position: x = -4.39634, y = -2.89328
Position: x = -4.38268, y = -2.9076
Position: x = -4.37204, y = -2.919
Position: x = -4.36952, y = -2.92179
Position: x = -4.36955, y = -2.92183
Position: x = -4.36956, y = -2.92185
Position: x = -4.36957, y = -2.92187
Position: x = -4.36957, y = -2.92188
Position: x = -4.36914, y = -2.9224
Position: x = -4.36798, y = -2.92381
Position: x = -4.36602, y = -2.92605
Position: x = -4.36329, y = -2.92913
Position: x = -4.35986, y = -2.93302
Position: x = -4.35568, y = -2.93794
Position: x = -4.3504, y = -2.94378
Position: x = -4.34428, y = -2.9505
Position: x = -4.33753, y = -2.95798
Position: x = -4.32981, y = -2.96628
Position: x = -4.3211, y = -2.97555
Position: x = -4.31147, y = -2.98562
Position: x = -4.30095, y = -2.99642
Position: x = -4.28929, y = -3.00816
Position: x = -4.27677, y = -3.0205
Position: x = -4.26306, y = -3.03368
Position: x = -4.24875, y = -3.04714
Position: x = -4.23421, y = -3.06065
Position: x = -4.21968, y = -3.07399
Position: x = -4.20504, y = -3.08724
Position: x = -4.1903, y = -3.10043
Position: x = -4.17558, y = -3.11339
Position: x = -4.16068, y = -3.1263
Position: x = -4.1456, y = -3.1391
Position: x = -4.13042, y = -3.15171
Position: x = -4.11507, y = -3.16424
Position: x = -4.09972, y = -3.17646
Position: x = -4.08418, y = -3.18856
Position: x = -4.06852, y = -3.20048
Position: x = -4.05269, y = -3.21227
Position: x = -4.03675, y = -3.22386
Position: x = -4.02059, y = -3.23536
Position: x = -4.00447, y = -3.24654
Position: x = -3.98817, y = -3.25759
Position: x = -3.97175, y = -3.26843
Position: x = -3.95507, y = -3.27929
Position: x = -3.9385, y = -3.28984
Position: x = -3.92178, y = -3.30036
Position: x = -3.90496, y = -3.31078
Position: x = -3.88799, y = -3.32116
Position: x = -3.87106, y = -3.33131
Position: x = -3.8541, y = -3.34133
Position: x = -3.83703, y = -3.35135
Position: x = -3.81989, y = -3.36135
Position: x = -3.80278, y = -3.37129
Position: x = -3.78547, y = -3.38141
Position: x = -3.76842, y = -3.3913
Position: x = -3.75131, y = -3.4013
Position: x = -3.73419, y = -3.4114
Position: x = -3.71702, y = -3.42168
Position: x = -3.6999, y = -3.43208
Position: x = -3.68299, y = -3.44247
Position: x = -3.66609, y = -3.45308
Position: x = -3.64927, y = -3.46388
Position: x = -3.63267, y = -3.47476
Position: x = -3.6161, y = -3.48597
Position: x = -3.5997, y = -3.49737
Position: x = -3.58347, y = -3.50901
Position: x = -3.56728, y = -3.52105
Position: x = -3.55143, y = -3.53327
Position: x = -3.53582, y = -3.54574
Position: x = -3.5204, y = -3.55856
Position: x = -3.50531, y = -3.57166
Position: x = -3.49046, y = -3.58515
Position: x = -3.47589, y = -3.59903
Position: x = -3.46167, y = -3.61321
Position: x = -3.44788, y = -3.62775
Position: x = -3.43452, y = -3.64261
Position: x = -3.42134, y = -3.65813
Position: x = -3.40875, y = -3.67383
Position: x = -3.39663, y = -3.68994
Position: x = -3.38518, y = -3.70632
Position: x = -3.37416, y = -3.72321
Position: x = -3.36362, y = -3.74051
Position: x = -3.35393, y = -3.75806
Position: x = -3.34486, y = -3.77597
Position: x = -3.33629, y = -3.79446
Position: x = -3.32836, y = -3.81297
Position: x = -3.32106, y = -3.83172
Position: x = -3.31462, y = -3.85068
Position: x = -3.30862, y = -3.86992
Position: x = -3.303, y = -3.88931
Position: x = -3.2979, y = -3.90878
Position: x = -3.29352, y = -3.9283
Position: x = -3.28943, y = -3.94811
Position: x = -3.28559, y = -3.9679
Position: x = -3.28208, y = -3.98777
Position: x = -3.27875, y = -4.0076
Position: x = -3.2758, y = -4.02751
Position: x = -3.27358, y = -4.04741
Position: x = -3.27139, y = -4.06736
Position: x = -3.2692, y = -4.08736
Position: x = -3.26722, y = -4.10719
Position: x = -3.26527, y = -4.12697
Position: x = -3.26328, y = -4.1469
Position: x = -3.26131, y = -4.16702
Position: x = -3.25942, y = -4.18693
Position: x = -3.25758, y = -4.20692
Position: x = -3.25576, y = -4.227
Position: x = -3.25396, y = -4.2471
Position: x = -3.25222, y = -4.26738
Position: x = -3.25069, y = -4.2877
Position: x = -3.24946, y = -4.30811
Position: x = -3.24851, y = -4.32851
Position: x = -3.24777, y = -4.34882
Position: x = -3.24731, y = -4.36917
Position: x = -3.24718, y = -4.38956
Position: x = -3.24728, y = -4.40986
Position: x = -3.24765, y = -4.43014
Position: x = -3.24818, y = -4.45039
Position: x = -3.24894, y = -4.47071
Position: x = -3.24973, y = -4.49088
Position: x = -3.25063, y = -4.5109
Position: x = -3.25172, y = -4.53096
Position: x = -3.25288, y = -4.551
Position: x = -3.25398, y = -4.5709
Position: x = -3.25515, y = -4.59078
Position: x = -3.25648, y = -4.61075
Position: x = -3.25789, y = -4.63074
Position: x = -3.25934, y = -4.65069
Position: x = -3.26108, y = -4.67079
Position: x = -3.26269, y = -4.69063
Position: x = -3.26451, y = -4.71047
Position: x = -3.26657, y = -4.73048
Position: x = -3.26862, y = -4.75043
Position: x = -3.27066, y = -4.77026
Position: x = -3.27301, y = -4.79027
Position: x = -3.27516, y = -4.80999
Position: x = -3.27764, y = -4.82989
Position: x = -3.28035, y = -4.84984
Position: x = -3.28308, y = -4.86964
Position: x = -3.28604, y = -4.88947
Position: x = -3.28909, y = -4.90911
Position: x = -3.29246, y = -4.92901
Position: x = -3.29573, y = -4.94873
Position: x = -3.29917, y = -4.96857
Position: x = -3.30252, y = -4.9882
Position: x = -3.30589, y = -5.00775
Position: x = -3.30934, y = -5.02737
Position: x = -3.31282, y = -5.047
Position: x = -3.31626, y = -5.06656
Position: x = -3.31971, y = -5.08615
Position: x = -3.32304, y = -5.10573
Position: x = -3.32626, y = -5.12527
Position: x = -3.32944, y = -5.14485
Position: x = -3.33255, y = -5.16447
Position: x = -3.33565, y = -5.18422
Position: x = -3.33844, y = -5.20379
Position: x = -3.3412, y = -5.22347
Position: x = -3.34398, y = -5.24318
Position: x = -3.3468, y = -5.26295
Position: x = -3.34949, y = -5.28259
Position: x = -3.35213, y = -5.30224
Position: x = -3.35477, y = -5.32191
Position: x = -3.35752, y = -5.34172
Position: x = -3.36011, y = -5.3614
Position: x = -3.3627, y = -5.38112
Position: x = -3.36518, y = -5.40078
Position: x = -3.3677, y = -5.42051
Position: x = -3.37018, y = -5.44016
Position: x = -3.37261, y = -5.45983
Position: x = -3.37478, y = -5.47957
Position: x = -3.37687, y = -5.49933
Position: x = -3.37899, y = -5.51911
Position: x = -3.38104, y = -5.53885
Position: x = -3.38319, y = -5.55878
Position: x = -3.38515, y = -5.57847
Position: x = -3.38714, y = -5.59823
Position: x = -3.38907, y = -5.61792
Position: x = -3.39103, y = -5.63788
Position: x = -3.3928, y = -5.6576
Position: x = -3.3944, y = -5.67739
Position: x = -3.39601, y = -5.69726
Position: x = -3.39769, y = -5.71721
Position: x = -3.39928, y = -5.73703
Position: x = -3.4009, y = -5.757
Position: x = -3.4024, y = -5.77675
Position: x = -3.40391, y = -5.79661
Position: x = -3.40533, y = -5.81644
Position: x = -3.4068, y = -5.83644
Position: x = -3.40811, y = -5.85621
Position: x = -3.40927, y = -5.87613
Position: x = -3.41038, y = -5.89606
Position: x = -3.41147, y = -5.91603
Position: x = -3.41249, y = -5.93603
Position: x = -3.41357, y = -5.95601
Position: x = -3.41452, y = -5.97576
Position: x = -3.41563, y = -5.99578
Position: x = -3.41678, y = -6.0158
Position: x = -3.41798, y = -6.03577
Position: x = -3.41936, y = -6.05584
Position: x = -3.4207, y = -6.07572
Position: x = -3.4222, y = -6.09563
Position: x = -3.42402, y = -6.11571
Position: x = -3.4259, y = -6.1357
Position: x = -3.42781, y = -6.15558
Position: x = -3.42999, y = -6.1756
Position: x = -3.4321, y = -6.1954
Position: x = -3.43455, y = -6.21536
Position: x = -3.43724, y = -6.23535
Position: x = -3.44009, y = -6.25525
Position: x = -3.44315, y = -6.2751
Position: x = -3.44653, y = -6.29495
Position: x = -3.45045, y = -6.31498
Position: x = -3.45461, y = -6.33488
Position: x = -3.45907, y = -6.35466
Position: x = -3.46404, y = -6.37448
Position: x = -3.46923, y = -6.39405
Position: x = -3.47504, y = -6.41367
Position: x = -3.48114, y = -6.43303
Position: x = -3.48781, y = -6.45232
Position: x = -3.49506, y = -6.47152
Position: x = -3.50279, y = -6.49051
Position: x = -3.5111, y = -6.50931
Position: x = -3.51997, y = -6.52789
Position: x = -3.52937, y = -6.54615
Position: x = -3.53945, y = -6.5642
Position: x = -3.55014, y = -6.58193
Position: x = -3.56143, y = -6.59928
Position: x = -3.57328, y = -6.61617
Position: x = -3.58577, y = -6.63263
Position: x = -3.59892, y = -6.64864
Position: x = -3.6126, y = -6.66403
Position: x = -3.62657, y = -6.67862
Position: x = -3.641, y = -6.6926
Position: x = -3.65587, y = -6.70594
Position: x = -3.67151, y = -6.71885
Position: x = -3.68744, y = -6.73108
Position: x = -3.70369, y = -6.74256
Position: x = -3.72079, y = -6.7536
Position: x = -3.73803, y = -6.76388
Position: x = -3.75527, y = -6.77347
Position: x = -3.77329, y = -6.7824
Position: x = -3.79176, y = -6.79073
Position: x = -3.81038, y = -6.79836
Position: x = -3.82914, y = -6.80553
Position: x = -3.8485, y = -6.81186
Position: x = -3.86794, y = -6.81777
Position: x = -3.88777, y = -6.82304
Position: x = -3.90763, y = -6.8276
Position: x = -3.92764, y = -6.83161
Position: x = -3.9479, y = -6.835
Position: x = -3.96822, y = -6.83782
Position: x = -3.98859, y = -6.84005
Position: x = -4.00906, y = -6.8416
Position: x = -4.02956, y = -6.84258
Position: x = -4.04988, y = -6.84322
Position: x = -4.07033, y = -6.84319
Position: x = -4.09069, y = -6.84271
Position: x = -4.11096, y = -6.84168
Position: x = -4.13137, y = -6.84002
Position: x = -4.15172, y = -6.83788
Position: x = -4.17186, y = -6.8354
Position: x = -4.192, y = -6.83236
Position: x = -4.21197, y = -6.8289
Position: x = -4.23187, y = -6.825
Position: x = -4.25165, y = -6.8207
Position: x = -4.27132, y = -6.81597
Position: x = -4.29097, y = -6.81069
Position: x = -4.31028, y = -6.80514
Position: x = -4.32946, y = -6.79929
Position: x = -4.34847, y = -6.79317
Position: x = -4.36749, y = -6.7866
Position: x = -4.38633, y = -6.77975
Position: x = -4.40495, y = -6.7726
Position: x = -4.42358, y = -6.76504
Position: x = -4.44201, y = -6.75733
Position: x = -4.46038, y = -6.74934
Position: x = -4.47863, y = -6.74113
Position: x = -4.49669, y = -6.73277
Position: x = -4.51467, y = -6.72415
Position: x = -4.53263, y = -6.71525
Position: x = -4.55032, y = -6.70635
Position: x = -4.568, y = -6.6972
Position: x = -4.58552, y = -6.68803
Position: x = -4.60304, y = -6.67868
Position: x = -4.6206, y = -6.66915
Position: x = -4.63795, y = -6.65973
Position: x = -4.65536, y = -6.65019
Position: x = -4.67274, y = -6.64064
Position: x = -4.69012, y = -6.63108
Position: x = -4.70743, y = -6.62162
Position: x = -4.72491, y = -6.61204
Position: x = -4.74224, y = -6.60271
Position: x = -4.75962, y = -6.59347
Position: x = -4.77708, y = -6.5843
Position: x = -4.79457, y = -6.57527
Position: x = -4.81221, y = -6.56634
Position: x = -4.82981, y = -6.55772
Position: x = -4.84776, y = -6.54922
Position: x = -4.86572, y = -6.54075
Position: x = -4.88364, y = -6.53239
Position: x = -4.90157, y = -6.52408
Position: x = -4.91967, y = -6.51564
Position: x = -4.93769, y = -6.50734
Position: x = -4.95567, y = -6.49913
Position: x = -4.97362, y = -6.49103
Position: x = -4.99165, y = -6.48304
Position: x = -5.0098, y = -6.47511
Position: x = -5.02797, y = -6.46734
Position: x = -5.04605, y = -6.45988
Position: x = -5.06426, y = -6.45262
Position: x = -5.08264, y = -6.44549
Position: x = -5.10099, y = -6.4387
Position: x = -5.11939, y = -6.43217
Position: x = -5.13802, y = -6.42589
Position: x = -5.1567, y = -6.41989
Position: x = -5.17555, y = -6.41408
Position: x = -5.19433, y = -6.40861
Position: x = -5.21332, y = -6.40339
Position: x = -5.2324, y = -6.39839
Position: x = -5.25147, y = -6.39361
Position: x = -5.27054, y = -6.38902
Position: x = -5.28976, y = -6.38472
Position: x = -5.30918, y = -6.38066
Position: x = -5.32856, y = -6.37671
Position: x = -5.34777, y = -6.37303
Position: x = -5.3674, y = -6.36914
Position: x = -5.38694, y = -6.36546
Position: x = -5.40658, y = -6.36184
Position: x = -5.42609, y = -6.35832
Position: x = -5.44554, y = -6.35501
Position: x = -5.46512, y = -6.35173
Position: x = -5.48481, y = -6.34837
Position: x = -5.5045, y = -6.345
Position: x = -5.5241, y = -6.34169
Position: x = -5.54375, y = -6.33828
Position: x = -5.56346, y = -6.33471
Position: x = -5.58314, y = -6.33106
Position: x = -5.60285, y = -6.32722
Position: x = -5.62261, y = -6.32314
Position: x = -5.64223, y = -6.31897
Position: x = -5.66189, y = -6.3145
Position: x = -5.68151, y = -6.30979
Position: x = -5.70109, y = -6.30479
Position: x = -5.72063, y = -6.29946
Position: x = -5.74014, y = -6.29376
Position: x = -5.7595, y = -6.28777
Position: x = -5.77884, y = -6.28133
Position: x = -5.798, y = -6.27455
Position: x = -5.81712, y = -6.26725
Position: x = -5.83596, y = -6.25964
Position: x = -5.85475, y = -6.25144
Position: x = -5.87334, y = -6.24276
Position: x = -5.89162, y = -6.23368
Position: x = -5.90963, y = -6.22411
Position: x = -5.92714, y = -6.21429
Position: x = -5.94435, y = -6.20395
Position: x = -5.9613, y = -6.19306
Position: x = -5.97806, y = -6.18146
Position: x = -5.99428, y = -6.16959
Position: x = -6.00997, y = -6.15728
Position: x = -6.02521, y = -6.14437
Position: x = -6.04022, y = -6.13064
Position: x = -6.05455, y = -6.11672
Position: x = -6.06826, y = -6.10231
Position: x = -6.08169, y = -6.08702
Position: x = -6.09446, y = -6.07163
Position: x = -6.10647, y = -6.05582
Position: x = -6.11799, y = -6.03946
Position: x = -6.1291, y = -6.02262
Position: x = -6.13939, y = -6.00559
Position: x = -6.14917, y = -5.98809
Position: x = -6.15831, y = -5.97054
Position: x = -6.16633, y = -5.95386
Position: x = -6.17335, y = -5.93812
Position: x = -6.1795, y = -5.92325
Position: x = -6.18483, y = -5.90935
Position: x = -6.18961, y = -5.89646
Position: x = -6.19394, y = -5.8846
Position: x = -6.19804, y = -5.87212
Position: x = -6.20188, y = -5.85796
Position: x = -6.20545, y = -5.84248
Position: x = -6.20865, y = -5.8257
Position: x = -6.21139, y = -5.8093
Position: x = -6.2134, y = -5.79407
Position: x = -6.21497, y = -5.78024
Position: x = -6.21603, y = -5.76755
Position: x = -6.21662, y = -5.75598
Position: x = -6.21676, y = -5.74557
Position: x = -6.21671, y = -5.73653
Position: x = -6.2167, y = -5.72884
Position: x = -6.21655, y = -5.7223
Position: x = -6.2165, y = -5.71704
Position: x = -6.21656, y = -5.71305
Position: x = -6.21673, y = -5.7102
Position: x = -6.21746, y = -5.70841
Position: x = -6.21835, y = -5.7077
Position: x = -6.21992, y = -5.708
Position: x = -6.22188, y = -5.70938
Position: x = -6.22449, y = -5.71169
Position: x = -6.22782, y = -5.71485
Position: x = -6.23195, y = -5.71884
Position: x = -6.23675, y = -5.72337
Position: x = -6.241, y = -5.72677
Position: x = -6.24461, y = -5.72913
Position: x = -6.24748, y = -5.73047
Position: x = -6.24948, y = -5.73082
Position: x = -6.2506, y = -5.73029
Position: x = -6.25092, y = -5.72885
Position: x = -6.2503, y = -5.72665
Position: x = -6.24843, y = -5.72384
Position: x = -6.24546, y = -5.72036
Position: x = -6.24138, y = -5.71635
Position: x = -6.23604, y = -5.71205
Position: x = -6.22963, y = -5.70715
Position: x = -6.22177, y = -5.70202
Position: x = -6.21264, y = -5.69669
Position: x = -6.20216, y = -5.69127
Position: x = -6.19021, y = -5.68602
Position: x = -6.17702, y = -5.68051
Position: x = -6.16237, y = -5.67517
Position: x = -6.14636, y = -5.66998
Position: x = -6.12884, y = -5.66512
Position: x = -6.10991, y = -5.66055
Position: x = -6.08964, y = -5.65666
Position: x = -6.06926, y = -5.65354
Position: x = -6.049, y = -5.65098
Position: x = -6.0286, y = -5.64939
Position: x = -6.00822, y = -5.64844
Position: x = -5.98783, y = -5.64812
Position: x = -5.96729, y = -5.64864
Position: x = -5.94683, y = -5.64977
Position: x = -5.92666, y = -5.6514
Position: x = -5.90649, y = -5.65366
Position: x = -5.88637, y = -5.65651
Position: x = -5.86639, y = -5.65986
Position: x = -5.8465, y = -5.66379
Position: x = -5.82664, y = -5.66846
Position: x = -5.80718, y = -5.67359
Position: x = -5.78775, y = -5.67907
Position: x = -5.76842, y = -5.68472
Position: x = -5.75129, y = -5.68993
Position: x = -5.74543, y = -5.69178
Position: x = -5.74545, y = -5.69185
Position: x = -5.74548, y = -5.69192
Position: x = -5.7455, y = -5.692
Position: x = -5.74552, y = -5.69207
Position: x = -5.74554, y = -5.69214
Position: x = -5.74557, y = -5.69221
Position: x = -5.74559, y = -5.69228
Position: x = -5.74561, y = -5.69235
Position: x = -5.74563, y = -5.69242
Position: x = -5.74566, y = -5.69248
Position: x = -5.74568, y = -5.69255
Position: x = -5.7457, y = -5.69263
Position: x = -5.74572, y = -5.69269
Position: x = -5.74574, y = -5.69275
Position: x = -5.74575, y = -5.69279
Position: x = -5.74577, y = -5.69281
Position: x = -5.74577, y = -5.69284
Position: x = -5.74578, y = -5.69285
Position: x = -5.74579, y = -5.69286
Position: x = -5.7458, y = -5.69286
Position: x = -5.7458, y = -5.69287
Position: x = -5.74581, y = -5.69287
Position: x = -5.74581, y = -5.69287
Position: x = -5.74581, y = -5.69287
Position: x = -5.74582, y = -5.69287
Position: x = -5.74582, y = -5.69287
Position: x = -5.74582, y = -5.69287
Position: x = -5.74582, y = -5.69287
Position: x = -5.74583, y = -5.69286
Position: x = -5.74583, y = -5.69286
Position: x = -5.74583, y = -5.69286
Position: x = -5.74584, y = -5.69285
Position: x = -5.74584, y = -5.69285
Position: x = -5.74584, y = -5.69285
Position: x = -5.74585, y = -5.69284
Position: x = -5.74585, y = -5.69284
Position: x = -5.74585, y = -5.69283
Position: x = -5.74585, y = -5.69283
Position: x = -5.74586, y = -5.69283
Position: x = -5.74586, y = -5.69282
Position: x = -5.74586, y = -5.69282
Position: x = -5.74586, y = -5.69281
Position: x = -5.74586, y = -5.69281
Position: x = -5.74586, y = -5.69281
Position: x = -5.74586, y = -5.6928
Position: x = -5.74587, y = -5.6928
Position: x = -5.74587, y = -5.6928
Position: x = -5.74587, y = -5.69279
Position: x = -5.74587, y = -5.69279
Position: x = -5.74587, y = -5.69278
Position: x = -5.74587, y = -5.69278
Position: x = -5.74587, y = -5.69278
Position: x = -5.74587, y = -5.69277
Position: x = -5.74587, y = -5.69277
Position: x = -5.74587, y = -5.69277
Position: x = -5.74586, y = -5.69276
Position: x = -5.74586, y = -5.69276
Position: x = -5.74586, y = -5.69276
Position: x = -5.74586, y = -5.69275
Position: x = -5.74586, y = -5.69275
Position: x = -5.74586, y = -5.69275
Position: x = -5.74586, y = -5.69274
Position: x = -5.74586, y = -5.69274
Position: x = -5.74585, y = -5.69273
Position: x = -5.74585, y = -5.69273
Position: x = -5.74585, y = -5.69273
Position: x = -5.74585, y = -5.69272
Position: x = -5.74585, y = -5.69272
Position: x = -5.74584, y = -5.69272
Position: x = -5.74584, y = -5.69271
Position: x = -5.74584, y = -5.69271
Position: x = -5.74583, y = -5.69271
Position: x = -5.74583, y = -5.6927
Position: x = -5.74583, y = -5.6927
Position: x = -5.74582, y = -5.6927
Position: x = -5.74582, y = -5.69269
Position: x = -5.74581, y = -5.69269
Position: x = -5.74581, y = -5.69269
Position: x = -5.74581, y = -5.69268
Position: x = -5.7458, y = -5.69268
Position: x = -5.7458, y = -5.69268
Position: x = -5.74579, y = -5.69267
Position: x = -5.74579, y = -5.69267
Position: x = -5.74578, y = -5.69267
Position: x = -5.74578, y = -5.69268
Position: x = -5.74578, y = -5.6927
Position: x = -5.74577, y = -5.69271
Position: x = -5.74577, y = -5.69272
Position: x = -5.74576, y = -5.69272
Position: x = -5.74575, y = -5.69273
Position: x = -5.74575, y = -5.69273
Position: x = -5.74574, y = -5.69273
Position: x = -5.74573, y = -5.69273
Position: x = -5.74573, y = -5.69273
Position: x = -5.74573, y = -5.69273
Position: x = -5.74572, y = -5.69273
Position: x = -5.74572, y = -5.69273
Position: x = -5.74585, y = -5.69266
Position: x = -5.74617, y = -5.69238
Position: x = -5.74666, y = -5.69188
Position: x = -5.74731, y = -5.69113
Position: x = -5.74814, y = -5.69028
Position: x = -5.74921, y = -5.68937
Position: x = -5.75049, y = -5.68833
Position: x = -5.75196, y = -5.68714
Position: x = -5.75352, y = -5.6856
Position: x = -5.75534, y = -5.68416
Position: x = -5.75738, y = -5.68277
Position: x = -5.75954, y = -5.68133
Position: x = -5.76179, y = -5.67976
Position: x = -5.76419, y = -5.67818
Position: x = -5.76681, y = -5.6767
Position: x = -5.76959, y = -5.67518
Position: x = -5.77254, y = -5.67366
Position: x = -5.77568, y = -5.67224
Position: x = -5.779, y = -5.67084
Position: x = -5.78253, y = -5.66947
Position: x = -5.78622, y = -5.66809
Position: x = -5.79002, y = -5.66668
Position: x = -5.79395, y = -5.66532
Position: x = -5.79806, y = -5.66397
Position: x = -5.80231, y = -5.66266
Position: x = -5.80674, y = -5.66129
Position: x = -5.81141, y = -5.65985
Position: x = -5.81633, y = -5.65845
Position: x = -5.82138, y = -5.65717
Position: x = -5.82664, y = -5.65588
Position: x = -5.83209, y = -5.65471
Position: x = -5.83777, y = -5.6536
Position: x = -5.84365, y = -5.65251
Position: x = -5.84954, y = -5.65161
Position: x = -5.85578, y = -5.65074
Position: x = -5.86219, y = -5.65006
Position: x = -5.86879, y = -5.64953
Position: x = -5.87558, y = -5.64916
Position: x = -5.88255, y = -5.64896
Position: x = -5.88962, y = -5.64902
Position: x = -5.89681, y = -5.64924
Position: x = -5.90424, y = -5.64966
Position: x = -5.91181, y = -5.65034
Position: x = -5.91868, y = -5.65129
Position: x = -5.92307, y = -5.65216
Position: x = -5.92468, y = -5.65264
Position: x = -5.9248, y = -5.6527
Position: x = -5.9248, y = -5.65271
Position: x = -5.92482, y = -5.65272
Position: x = -5.92511, y = -5.65285
Position: x = -5.92563, y = -5.65311
Position: x = -5.92637, y = -5.65351
Position: x = -5.92734, y = -5.65406
Position: x = -5.92764, y = -5.65453
Position: x = -5.92721, y = -5.65492
Position: x = -5.92602, y = -5.65533
Position: x = -5.92409, y = -5.65572
Position: x = -5.92133, y = -5.65604
Position: x = -5.91781, y = -5.65628
Position: x = -5.91349, y = -5.65654
Position: x = -5.90848, y = -5.65646
Position: x = -5.90276, y = -5.65629
Position: x = -5.89627, y = -5.65601
Position: x = -5.88954, y = -5.65561
Position: x = -5.88371, y = -5.65515
Position: x = -5.87886, y = -5.65482
Position: x = -5.87497, y = -5.65469
Position: x = -5.87198, y = -5.65485
Position: x = -5.86972, y = -5.65516
Position: x = -5.86854, y = -5.65562
Position: x = -5.86837, y = -5.65649
Position: x = -5.86911, y = -5.65783
Position: x = -5.87066, y = -5.65955
Position: x = -5.873, y = -5.66166
Position: x = -5.87528, y = -5.66381
Position: x = -5.87708, y = -5.66578
Position: x = -5.87844, y = -5.66759
Position: x = -5.87936, y = -5.66925
Position: x = -5.87992, y = -5.67071
Position: x = -5.88015, y = -5.67184
Position: x = -5.88003, y = -5.67273
Position: x = -5.87958, y = -5.67336
Position: x = -5.8788, y = -5.67373
Position: x = -5.87768, y = -5.6738
Position: x = -5.87625, y = -5.67357
Position: x = -5.8746, y = -5.67296
Position: x = -5.87261, y = -5.67205
Position: x = -5.87022, y = -5.67082
Position: x = -5.86745, y = -5.66924
Position: x = -5.86445, y = -5.66727
Position: x = -5.86124, y = -5.66497
Position: x = -5.85772, y = -5.66244
Position: x = -5.854, y = -5.65951
Position: x = -5.85004, y = -5.65627
Position: x = -5.84603, y = -5.65255
Position: x = -5.84181, y = -5.64851
Position: x = -5.83743, y = -5.64406
Position: x = -5.8329, y = -5.63919
Position: x = -5.82818, y = -5.63416
Position: x = -5.82326, y = -5.62876
Position: x = -5.81807, y = -5.62307
Position: x = -5.81268, y = -5.61709
Position: x = -5.80692, y = -5.61075
Position: x = -5.80081, y = -5.60409
Position: x = -5.79442, y = -5.59718
Position: x = -5.78771, y = -5.58996
Position: x = -5.78063, y = -5.58253
Position: x = -5.77321, y = -5.57481
Position: x = -5.76546, y = -5.56691
Position: x = -5.75724, y = -5.55879
Position: x = -5.74859, y = -5.55041
Position: x = -5.73945, y = -5.54187
Position: x = -5.72999, y = -5.53319
Position: x = -5.72005, y = -5.52441
Position: x = -5.70959, y = -5.5155
Position: x = -5.69843, y = -5.50641
Position: x = -5.68696, y = -5.49733
Position: x = -5.67494, y = -5.48824
Position: x = -5.66244, y = -5.47929
Position: x = -5.64931, y = -5.47038
Position: x = -5.63537, y = -5.46148
Position: x = -5.62112, y = -5.45281
Position: x = -5.60632, y = -5.44441
Position: x = -5.59061, y = -5.43613
Position: x = -5.57443, y = -5.42811
Position: x = -5.55762, y = -5.4205
Position: x = -5.54026, y = -5.41332
Position: x = -5.52212, y = -5.40657
Position: x = -5.50322, y = -5.4003
Position: x = -5.48393, y = -5.39435
Position: x = -5.46427, y = -5.38889
Position: x = -5.44429, y = -5.38406
Position: x = -5.42401, y = -5.38008
Position: x = -5.40363, y = -5.37685
Position: x = -5.3833, y = -5.37425
Position: x = -5.36281, y = -5.37253
Position: x = -5.34246, y = -5.37141
Position: x = -5.32205, y = -5.37111
Position: x = -5.30164, y = -5.37162
Position: x = -5.28112, y = -5.37307
Position: x = -5.2607, y = -5.37529
Position: x = -5.24057, y = -5.37811
Position: x = -5.22048, y = -5.3818
Position: x = -5.20067, y = -5.38614
Position: x = -5.18093, y = -5.39135
Position: x = -5.16135, y = -5.3974
Position: x = -5.14223, y = -5.40395
Position: x = -5.12339, y = -5.41123
Position: x = -5.10493, y = -5.41923
Position: x = -5.08667, y = -5.42797
Position: x = -5.06865, y = -5.43739
Position: x = -5.05119, y = -5.4472
Position: x = -5.03418, y = -5.45767
Position: x = -5.01723, y = -5.46886
Position: x = -5.00067, y = -5.48022
Position: x = -4.98436, y = -5.49194
Position: x = -4.96838, y = -5.50392
Position: x = -4.95263, y = -5.51627
Position: x = -4.93695, y = -5.52914
Position: x = -4.92173, y = -5.54213
Position: x = -4.90687, y = -5.55545
Position: x = -4.89223, y = -5.5692
Position: x = -4.87782, y = -5.58331
Position: x = -4.86381, y = -5.5977
Position: x = -4.8503, y = -5.61227
Position: x = -4.83713, y = -5.62723
Position: x = -4.82413, y = -5.64279
Position: x = -4.81168, y = -5.65839
Position: x = -4.79975, y = -5.67417
Position: x = -4.78797, y = -5.69067
Position: x = -4.77672, y = -5.70723
Position: x = -4.76599, y = -5.72407
Position: x = -4.75585, y = -5.74115
Position: x = -4.74599, y = -5.75861
Position: x = -4.7365, y = -5.77618
Position: x = -4.72745, y = -5.79387
Position: x = -4.71866, y = -5.81184
